0,1,2
158.78,174.42,112.42
158.95,173.17,115.8
161.17,170.1,120.76
161.97,167.13,122.44
165.37,166.58,127.13
147.69,156.69,109.69
143.1,152.5,104.3
140.21,150.31,98.91
139.39,150.99,94.39
139.08,154.34,93.16
131.84,153.25,89.91
135.25,153.93,94.34
136.31,152.75,94.87
135.96,150.96,96.12
132.98,145.3,95.94
138.69,149.01,101.09
145.4,154.08,104.12
143.98,155.64,100.99
138.14,152.14,95.86
138.5,150.06,100.0
142.05,150.45,106.57
143.94,153.14,109.54
146.55,155.95,112.15
150.89,158.93,116.33
153.56,158.96,119.44
153.59,155.72,119.55
149.27,151.47,117.47
146.99,152.19,116.27
147.32,154.16,113.28
147.57,155.41,110.65
149.42,155.65,116.09
155.36,156.84,127.08
158.35,158.47,129.55
157.81,161.21,126.97
153.98,159.98,120.98
151.7,159.99,118.2
150.25,160.51,117.68
156.7,167.67,120.94
162.17,171.57,121.78
158.52,169.8,117.55
153.23,165.93,111.68
151.68,166.48,112.9
96.77,98.82,82.27
36.2,35.25,38.18
28.07,28.07,28.73
25.31,24.79,24.11
29.17,26.5,27.29
31.44,28.64,30.04
48.81,49.59,45.65
137.92,151.96,97.05
164.53,176.93,115.13
171.62,180.5,126.06
170.58,178.74,128.82
165.42,175.94,126.61
156.6,168.36,122.72
151.52,160.76,119.72
155.66,164.08,120.04
155.21,167.33,115.5
157.2,171.28,113.72
154.85,168.43,115.11
150.32,160.23,117.52
82.56,85.72,70.63
30.15,29.31,29.53
35.79,31.92,30.66
85.83,72.36,56.27
46.12,32.38,21.8
21.93,14.98,10.54
22.29,17.86,14.92
38.96,36.21,37.2
120.49,127.24,120.66
146.6,160.84,120.35
153.08,170.32,116.61
151.06,169.64,110.82
149.29,167.97,105.85
152.64,172.92,106.04
154.67,176.47,106.15
151.16,174.96,103.62
149.85,172.25,106.21
151.33,171.49,110.17
155.77,174.41,118.73
151.41,173.1,113.1
148.29,169.42,104.9
148.31,168.06,101.67
151.09,167.53,108.05
147.96,163.08,108.24
140.93,156.86,99.63
143.99,160.12,99.35
148.24,163.48,104.56
152.74,167.74,110.26
155.42,170.51,112.33
158.09,171.93,116.29
160.51,172.71,122.99
161.61,169.05,125.37
163.01,165.69,126.33
168.76,167.94,133.25
142.22,150.66,104.74
140.26,148.4,100.18
146.51,153.34,101.21
145.97,154.82,97.59
141.28,155.16,93.02
156.09,164.98,101.34
141.04,154.91,99.93
138.24,151.68,98.32
139.16,151.41,100.19
138.67,151.7,99.39
145.72,157.88,103.56
150.38,162.69,104.94
151.07,165.47,102.51
148.87,163.75,99.54
145.3,158.98,100.52
144.96,156.72,106.12
146.62,159.81,108.65
150.95,163.67,114.03
154.74,164.82,118.66
156.03,162.51,120.99
159.62,160.7,127.06
157.38,158.86,126.94
154.68,158.45,124.97
154.92,159.93,122.84
157.16,163.31,121.52
157.45,162.01,123.62
159.83,161.27,129.79
159.61,161.67,129.89
157.2,161.2,126.92
152.72,159.44,119.72
146.74,157.17,111.51
148.41,161.86,110.64
156.16,169.72,116.41
161.17,174.09,118.37
156.19,170.19,115.11
148.67,164.96,109.62
144.75,162.99,109.43
69.85,70.13,61.59
27.23,28.5,28.78
21.25,21.17,21.01
24.57,23.81,20.93
29.5,26.06,21.64
31.09,27.78,26.45
30.18,27.31,26.34
63.55,64.78,51.72
149.27,162.54,108.17
167.13,175.43,122.26
170.74,178.42,129.22
165.5,173.42,129.07
157.69,165.82,127.1
153.64,161.23,124.9
154.26,162.16,121.54
155.69,166.69,118.78
155.3,168.29,116.3
148.92,162.8,114.8
104.03,101.57,90.2
43.1,40.37,39.9
27.53,25.67,25.68
36.43,32.31,28.81
95.62,77.5,59.68
73.54,53.31,36.61
42.57,30.87,21.23
35.92,30.06,26.26
44.23,40.08,40.27
96.96,98.52,109.02
105.04,107.21,115.54
127.94,135.9,126.57
143.79,158.77,121.15
150.02,169.69,110.06
149.68,172.37,103.78
149.78,174.62,101.73
146.99,172.87,101.31
146.93,168.95,104.51
154.85,171.45,114.37
159.14,173.46,119.9
156.52,173.91,116.51
155.44,172.38,112.51
160.85,174.85,118.27
160.72,173.41,121.48
153.77,165.69,118.25
146.33,160.67,107.8
144.29,159.41,100.45
147.57,162.57,105.49
151.13,166.13,111.13
154.89,168.65,114.89
157.86,169.58,120.74
162.12,170.68,129.23
163.34,166.98,130.42
162.35,162.75,127.51
166.01,164.61,130.73
136.85,143.24,101.23
153.07,154.4,104.49
184.13,175.05,114.43
172.6,169.9,109.0
155.88,164.32,104.14
181.87,180.24,120.62
153.99,160.74,111.77
142.43,152.78,101.6
146.46,156.18,104.43
144.58,157.68,101.57
149.64,166.34,101.78
154.65,171.6,102.46
156.89,174.18,101.23
154.96,172.17,99.22
149.97,166.29,99.01
147.4,162.31,103.58
148.27,162.32,109.62
150.59,163.82,113.13
155.02,165.3,117.18
154.63,162.83,118.65
158.01,160.73,125.33
160.86,161.58,131.3
162.32,162.95,134.2
164.09,165.61,134.02
163.52,166.21,129.86
164.21,166.05,132.01
163.76,164.76,133.14
158.03,161.44,127.61
154.29,158.69,122.61
149.47,156.69,116.44
146.16,157.09,109.36
150.42,165.21,107.72
155.4,171.73,111.83
159.63,175.28,117.95
155.95,169.39,118.05
150.41,162.52,115.3
145.13,159.57,114.36
68.51,67.47,57.71
30.47,30.21,30.07
17.77,16.25,14.95
23.8,17.98,14.16
43.62,33.3,23.41
64.04,51.86,42.09
34.73,28.89,28.22
29.18,28.65,27.21
61.3,65.18,54.27
149.74,156.15,113.39
163.55,170.34,129.71
162.14,169.98,134.02
153.7,160.73,132.76
154.23,162.1,133.33
151.77,158.58,132.05
133.79,138.68,131.32
123.27,129.01,126.48
107.74,111.65,115.42
57.86,56.74,63.32
32.19,30.61,31.14
28.36,26.8,25.64
32.17,29.48,27.59
68.81,54.2,43.16
78.79,54.35,35.57
83.94,65.04,48.62
69.04,56.88,47.95
46.7,43.29,41.79
99.02,101.32,111.17
89.6,91.22,99.69
95.8,95.04,105.48
103.1,105.54,113.22
122.93,132.73,120.92
145.96,168.15,112.16
150.79,175.01,103.52
152.41,175.41,106.21
150.18,171.41,107.52
156.78,172.98,115.88
157.5,172.46,116.82
159.91,174.26,118.01
161.07,175.55,116.55
166.6,179.6,125.0
166.07,178.43,128.97
160.68,171.88,128.59
151.93,165.66,116.39
149.5,163.94,110.3
149.59,164.51,109.03
151.45,165.83,111.85
150.49,162.65,112.57
154.47,164.59,122.22
157.28,164.16,129.0
159.97,162.39,130.34
161.9,161.85,127.58
161.84,161.95,126.95
138.92,143.13,104.25
153.29,153.99,109.94
196.97,184.61,117.62
196.49,184.05,117.09
170.34,170.48,116.13
198.74,189.07,122.21
167.38,167.94,110.0
167.55,168.87,109.66
183.93,179.03,107.87
150.08,162.97,104.6
150.13,168.53,103.91
151.87,172.34,100.65
152.85,174.44,95.73
151.93,173.92,94.19
150.53,171.24,97.95
149.05,165.77,104.58
150.12,163.41,112.27
149.38,162.1,113.16
147.44,159.36,112.24
145.39,156.16,112.55
151.92,156.67,121.16
159.48,159.8,131.4
163.15,163.15,137.07
165.9,166.14,137.58
166.56,167.4,136.68
165.78,166.38,135.06
160.79,162.6,131.58
155.08,158.98,124.44
153.09,157.09,121.39
151.06,157.46,116.73
150.74,161.44,113.2
152.3,169.28,109.85
156.64,175.2,111.94
157.53,175.53,115.73
153.18,166.78,117.76
150.65,160.49,120.85
151.4,158.67,126.6
73.94,73.87,62.99
24.51,23.73,22.38
18.74,13.59,11.89
26.42,17.21,12.66
41.41,30.45,21.77
76.13,62.41,47.88
33.55,27.43,25.02
24.01,22.57,22.49
27.23,26.39,25.81
71.91,72.47,70.63
103.8,106.1,106.8
102.82,103.87,111.1
104.17,104.64,115.37
103.08,105.35,114.61
104.61,104.62,116.36
109.76,105.59,110.56
90.61,87.89,97.67
84.08,83.51,95.51
70.75,69.91,80.13
47.37,46.28,51.57
31.35,29.89,29.85
29.51,26.35,26.73
66.89,55.98,48.39
79.73,58.2,42.42
63.93,47.04,34.76
77.79,64.82,54.42
75.22,68.09,64.86
97.74,97.62,105.05
95.37,97.26,107.67
88.19,87.59,97.91
86.02,87.57,97.08
90.78,93.27,102.21
114.66,123.17,116.28
148.49,165.42,115.69
155.42,175.25,111.2
153.42,173.05,110.29
157.02,175.02,115.02
158.96,173.56,116.44
158.63,172.23,114.19
160.62,174.21,113.4
165.52,177.72,121.76
162.78,176.34,126.72
159.28,170.48,127.18
155.73,167.63,121.11
155.81,168.81,117.41
155.36,170.36,114.96
151.37,166.17,111.57
148.55,160.75,110.75
149.66,159.21,117.37
152.56,158.48,124.96
154.45,158.25,126.25
155.47,157.07,121.29
157.11,159.88,123.69
140.65,146.25,109.61
149.68,153.9,117.8
170.9,169.87,123.03
183.41,176.36,116.92
175.7,170.99,119.36
185.53,177.63,112.08
164.08,165.9,102.4
156.96,161.91,105.72
169.18,169.09,105.42
145.0,158.77,102.09
148.35,167.22,102.69
147.45,169.2,96.52
145.41,168.81,90.35
145.59,169.23,91.51
145.05,167.02,93.68
148.7,165.19,105.07
148.25,160.43,111.49
148.13,158.74,114.21
142.87,153.03,110.67
142.17,151.73,110.25
149.81,154.41,121.29
158.88,159.52,133.44
164.32,163.88,140.96
167.37,167.3,142.01
166.72,166.64,139.84
164.05,163.8,134.39
162.39,163.55,132.71
161.05,163.73,131.77
159.72,163.49,130.95
157.12,163.81,125.99
153.73,165.26,118.82
154.21,171.53,112.48
157.22,175.47,112.99
155.1,173.34,111.62
154.74,168.32,119.52
155.81,163.48,128.19
157.87,162.69,136.01
93.78,93.92,78.5
33.79,31.18,29.23
29.34,21.72,19.33
33.89,22.32,15.36
53.8,36.98,25.02
70.13,55.59,43.39
28.13,23.74,23.4
25.86,25.02,26.35
33.16,33.44,34.72
59.71,59.92,66.29
76.25,74.61,85.73
85.67,85.91,97.95
91.67,92.21,103.95
83.93,85.73,95.53
82.74,84.25,95.12
91.72,92.18,103.66
83.91,84.63,95.33
85.27,84.76,96.11
73.5,71.17,82.32
64.62,63.38,70.77
49.68,47.35,50.71
37.94,34.94,36.14
53.67,47.43,44.32
75.39,61.33,55.07
73.8,59.36,48.79
100.69,89.09,72.77
101.37,93.44,87.77
101.69,101.31,108.03
90.39,91.97,102.09
91.38,93.14,102.98
91.63,92.47,103.25
85.56,85.7,96.7
83.59,86.81,96.24
108.12,116.57,111.87
145.89,163.92,119.09
153.93,173.66,112.61
155.38,173.38,112.66
157.6,172.44,113.32
155.98,169.82,110.58
157.26,171.1,109.7
159.32,172.2,114.32
158.56,171.96,121.01
155.93,167.57,123.71
156.79,168.74,121.45
158.38,171.14,119.82
157.94,172.14,117.47
152.69,167.33,112.73
145.58,157.78,107.34
144.97,154.85,110.65
148.12,154.52,118.88
152.02,156.38,123.26
154.5,156.1,120.3
157.36,160.16,123.96
146.81,152.37,117.93
150.82,154.43,121.45
161.82,164.64,127.44
167.42,167.61,119.87
169.13,167.7,121.73
150.13,156.66,108.37
140.43,149.85,96.93
136.16,146.7,94.23
137.35,149.46,100.04
139.34,153.97,98.73
143.76,161.72,97.72
144.93,166.53,94.49
143.85,167.49,92.13
143.98,167.94,93.22
142.85,165.41,94.05
147.15,163.96,102.23
147.69,160.44,109.54
149.19,158.07,115.01
143.82,150.66,113.18
145.7,151.79,117.59
150.85,154.48,125.65
157.92,158.88,136.08
162.85,161.85,141.29
163.51,162.71,141.23
165.22,164.34,141.9
167.35,165.59,140.37
166.99,167.07,137.39
166.14,167.14,136.1
164.98,168.38,137.18
161.41,169.21,132.81
156.06,168.86,124.16
154.25,172.05,113.55
155.96,174.32,111.92
154.86,172.78,113.28
156.19,169.44,122.26
157.55,165.35,130.95
158.81,162.81,137.3
135.79,137.76,115.44
35.05,30.94,27.32
35.58,29.31,24.19
59.74,45.65,33.9
60.03,41.91,27.68
50.14,39.75,31.62
29.17,25.35,25.28
31.15,29.88,32.29
46.24,46.28,50.28
64.22,65.02,71.47
77.38,76.58,87.58
72.75,72.93,85.04
77.38,78.89,89.99
76.2,79.08,88.6
73.1,75.82,87.18
76.39,77.76,88.95
72.09,73.25,82.09
70.83,71.28,79.76
69.13,67.89,77.39
62.91,63.27,68.72
59.27,57.75,62.48
53.59,50.75,51.55
46.33,42.58,42.61
69.5,60.18,56.73
86.57,74.4,65.88
92.06,81.71,68.81
117.95,111.47,106.3
102.48,102.11,105.72
85.34,84.86,95.02
86.26,86.54,97.42
86.79,88.63,100.63
87.4,87.8,99.8
86.78,89.78,99.98
79.66,85.9,93.98
108.72,116.83,111.47
145.63,162.9,116.19
154.73,173.48,114.03
156.88,171.76,112.44
155.93,169.93,109.38
154.51,168.51,106.91
154.77,168.37,110.17
153.61,164.13,111.99
152.62,161.13,113.59
152.98,163.74,113.72
156.05,167.89,115.21
156.47,169.47,114.71
151.58,166.18,109.7
142.51,155.11,103.15
139.9,149.9,104.5
144.45,150.85,113.61
149.57,153.97,119.41
153.36,154.96,119.16
155.52,157.6,121.64
149.52,155.08,120.72
147.24,149.32,117.78
155.09,156.85,123.3
162.92,167.54,129.45
164.29,169.11,128.89
148.6,156.07,109.66
142.15,152.02,98.86
142.53,152.65,100.47
141.07,153.76,101.52
144.0,156.91,102.3
145.24,161.71,98.91
144.24,165.8,94.11
143.47,167.31,93.45
140.1,164.26,90.66
142.2,164.71,94.03
145.39,162.91,100.75
145.94,160.26,106.21
146.89,157.17,112.32
144.7,151.02,116.34
145.93,149.31,121.69
148.9,151.22,126.74
152.14,152.3,131.1
159.87,157.23,138.0
163.71,161.11,141.79
166.17,164.33,143.33
167.06,165.06,141.34
167.21,167.25,138.37
169.18,171.9,139.72
168.7,172.82,139.7
162.53,171.22,132.75
155.51,169.12,122.45
152.82,171.42,113.3
154.91,172.91,111.07
154.62,171.98,116.41
154.02,166.55,123.1
156.28,163.75,129.87
155.94,161.24,131.4
147.99,154.55,122.79
55.79,53.0,43.31
70.45,62.06,51.61
85.42,70.42,56.14
58.73,44.83,33.76
48.58,40.25,36.24
35.41,32.67,32.84
43.97,43.21,48.41
55.66,55.14,60.78
64.4,64.88,72.32
65.73,65.55,75.35
68.72,68.5,79.81
69.31,70.61,79.85
68.51,71.63,79.67
64.26,67.23,75.64
69.41,72.07,80.98
64.77,67.5,74.73
66.6,69.33,77.05
66.75,66.51,75.69
65.71,67.11,72.2
63.31,63.45,69.17
60.78,58.28,63.68
54.97,51.27,54.9
59.16,53.49,53.46
66.98,59.36,56.85
72.86,63.93,58.69
86.0,80.65,81.38
79.1,78.08,84.54
77.59,76.55,84.23
78.92,77.24,88.28
84.03,85.27,96.06
87.06,88.42,98.74
86.12,88.52,98.4
84.18,87.95,97.84
83.87,84.57,93.4
121.09,129.32,112.52
147.8,164.54,119.42
155.0,171.24,110.84
154.43,170.42,107.25
152.74,167.94,106.13
150.27,162.83,106.15
151.54,161.78,109.38
149.63,159.63,107.71
150.52,161.96,109.64
155.1,165.01,112.73
152.95,165.11,110.55
146.21,160.13,103.01
141.78,154.5,102.98
142.17,151.25,109.01
145.18,150.06,114.14
148.81,152.89,117.77
152.38,154.29,117.52
151.03,152.63,116.83
149.17,154.81,118.41
148.12,151.22,116.7
146.86,151.66,113.03
158.94,164.28,123.56
158.73,164.23,121.48
146.43,154.0,106.19
146.63,156.63,104.95
152.23,162.69,112.73
151.67,164.21,112.59
150.54,163.85,107.85
152.13,169.3,102.6
149.99,171.35,99.87
147.06,170.74,97.22
147.34,168.94,99.3
149.87,167.77,105.14
149.32,166.36,107.38
144.24,161.48,104.39
147.74,159.36,112.02
147.13,153.7,118.74
146.55,149.53,123.91
146.52,148.15,125.85
147.47,146.59,125.71
154.99,152.79,133.31
160.24,157.24,138.24
164.52,162.64,141.62
166.12,164.54,139.4
166.85,168.14,136.62
166.93,171.34,134.14
163.54,172.66,129.13
157.35,169.92,123.04
153.33,168.72,117.05
151.58,170.03,110.8
152.73,170.63,110.57
152.96,169.1,117.5
149.4,161.6,120.4
149.03,159.35,123.53
142.04,154.56,115.17
139.29,152.03,111.17
119.17,123.33,99.45
106.46,95.96,80.91
74.25,59.74,48.75
56.44,47.53,39.19
51.62,45.63,43.44
38.11,36.1,38.39
50.51,49.75,57.09
59.72,59.08,65.0
61.71,62.03,68.75
61.2,61.2,68.36
59.1,59.34,65.72
61.82,62.59,68.09
66.77,67.23,73.05
61.0,63.05,68.68
62.86,65.13,71.78
64.92,65.68,71.7
66.44,67.79,74.75
68.6,68.44,76.08
63.21,64.29,69.56
65.0,65.28,70.84
64.61,64.21,72.21
60.01,58.53,65.63
64.75,61.48,65.52
59.96,54.38,56.07
69.32,61.87,59.52
109.34,103.46,104.41
84.46,83.26,89.74
72.8,71.8,78.44
69.83,68.67,77.07
74.88,74.36,83.16
77.65,77.21,85.13
79.74,79.66,87.7
85.06,86.12,95.86
83.32,84.68,93.98
86.6,87.5,92.62
136.09,150.21,118.66
154.54,171.43,111.06
152.15,169.07,106.12
151.58,166.74,106.86
148.88,160.84,106.48
149.56,159.9,107.98
150.78,160.9,108.66
151.11,162.55,110.07
153.92,162.56,111.64
152.33,161.65,110.08
146.23,156.68,104.76
143.51,153.07,107.04
144.05,150.78,110.58
145.56,149.61,112.67
146.38,150.58,113.38
151.02,153.38,115.86
151.24,152.76,116.78
150.78,153.95,115.51
146.21,152.8,113.85
141.25,150.08,106.62
154.08,160.04,116.4
155.29,161.02,119.72
147.92,156.08,111.88
153.85,163.17,117.62
159.77,172.17,124.05
163.92,176.79,127.14
162.18,177.25,116.33
159.11,178.19,107.47
156.93,178.21,105.89
152.97,176.32,101.52
155.13,175.61,105.33
155.57,172.1,109.32
153.57,168.58,111.55
148.22,165.22,108.22
148.83,161.1,110.63
150.37,158.35,119.55
147.47,152.08,123.44
142.94,144.38,121.86
145.37,144.37,123.37
155.98,154.02,133.74
163.58,160.98,141.18
163.81,163.09,140.97
159.49,162.07,131.95
159.49,166.2,128.4
159.86,170.82,124.15
156.53,171.09,118.53
150.04,168.52,111.41
146.12,166.31,105.5
147.08,165.74,103.9
145.43,163.69,105.38
144.45,158.73,110.71
142.04,154.68,112.76
138.21,151.43,110.97
131.09,147.66,100.52
129.67,147.62,100.66
125.8,133.25,106.05
108.01,98.49,85.28
68.69,57.23,49.35
53.15,48.19,44.37
45.79,42.87,42.27
46.72,45.44,50.79
54.2,53.88,62.4
55.59,54.79,61.19
59.89,60.25,68.53
57.78,58.86,64.98
55.65,55.13,60.89
52.32,52.76,57.64
57.31,57.11,61.71
45.67,46.27,50.87
53.38,54.06,60.34
60.5,60.62,66.58
60.36,59.88,66.08
64.17,62.65,69.33
63.71,63.51,69.11
59.91,60.67,66.39
64.78,65.18,71.98
62.83,62.51,69.47
62.08,60.73,66.11
65.44,62.8,67.2
67.84,62.62,65.64
86.9,83.48,90.5
84.13,83.11,91.12
76.76,75.84,83.84
66.82,66.02,74.02
67.16,67.0,75.0
76.14,75.34,81.74
77.55,76.55,82.55
80.61,79.3,87.23
85.28,85.28,94.08
76.32,76.72,84.94
112.9,123.63,109.53
145.11,161.4,116.48
148.83,166.82,106.62
146.72,162.12,102.4
147.86,160.26,106.46
149.78,160.9,112.34
153.6,163.56,115.58
157.48,166.31,117.34
157.31,164.27,116.35
151.89,158.69,111.09
148.15,155.99,108.87
148.19,155.51,113.19
147.18,153.94,113.66
150.01,156.07,115.4
152.07,158.6,113.25
150.52,156.4,110.8
152.46,155.0,115.68
155.43,156.01,116.2
143.52,152.59,109.36
140.53,154.79,109.26
173.16,183.8,160.3
174.88,182.9,157.51
150.67,159.33,117.77
157.08,165.72,123.87
158.64,172.11,123.11
161.28,176.72,124.54
161.59,179.84,118.58
161.46,181.8,110.8
160.0,181.84,109.15
159.3,180.78,104.58
160.35,179.11,106.42
160.82,177.24,109.9
157.13,172.39,112.05
152.09,169.06,111.03
149.96,164.4,111.12
153.52,164.61,118.54
152.1,158.39,123.34
147.46,150.25,124.07
151.45,151.89,130.49
160.26,159.02,138.02
164.91,163.51,142.51
162.75,163.27,138.43
155.82,161.43,128.39
153.33,164.53,121.3
151.41,167.47,114.12
147.86,167.74,106.35
136.8,160.89,95.32
134.32,160.4,94.02
135.37,158.65,93.65
134.59,155.55,93.39
132.94,149.85,97.21
133.56,147.76,102.88
128.56,145.86,98.94
126.14,145.56,92.84
124.17,145.35,91.21
135.2,146.94,109.27
98.23,94.81,81.72
62.79,55.16,50.02
49.59,46.57,44.38
47.66,46.13,49.87
52.73,53.66,62.28
60.93,62.76,71.34
59.75,59.55,66.55
52.69,54.72,61.55
48.18,51.18,56.82
52.66,54.22,59.3
51.29,51.27,56.46
56.15,57.31,61.57
53.15,54.29,58.64
44.25,44.72,49.95
51.0,49.68,55.0
59.61,58.21,63.21
60.77,58.93,63.93
61.6,61.24,66.32
61.0,62.48,67.48
59.64,60.96,65.96
60.54,60.02,66.18
62.61,61.57,67.29
62.62,61.06,66.86
71.22,68.06,73.09
85.2,81.75,90.09
71.94,71.06,79.06
79.18,78.94,86.94
65.24,66.32,73.36
58.15,57.55,64.35
65.85,64.93,71.09
72.91,71.91,77.91
75.19,73.71,80.19
77.7,76.7,84.1
82.26,82.45,90.31
78.74,81.38,89.38
124.99,136.06,114.36
148.63,164.45,108.6
145.23,160.31,102.13
148.78,162.18,108.18
150.69,162.53,113.23
156.92,166.2,120.0
160.53,167.05,123.05
157.84,162.64,118.72
153.63,157.83,113.63
149.41,154.85,111.17
150.13,155.51,114.78
152.37,159.37,117.97
151.94,161.03,113.85
153.86,165.09,110.52
153.27,163.97,108.96
154.18,160.53,114.86
147.33,150.48,112.89
144.11,152.58,109.74
143.95,157.34,112.28
170.91,184.49,163.92
173.09,183.06,158.52
147.08,157.84,115.88
151.31,159.96,118.0
150.81,165.01,115.13
152.84,169.65,114.14
154.23,173.78,111.12
157.76,177.31,109.29
159.74,181.04,110.35
160.86,180.91,106.67
162.32,179.2,104.4
164.37,179.21,107.97
155.58,172.29,107.88
149.22,168.41,106.28
150.03,168.39,107.71
154.16,168.8,113.48
156.32,166.79,118.92
154.45,160.48,125.87
156.49,158.21,134.19
162.53,161.89,139.81
165.36,165.0,142.14
160.1,163.61,135.32
155.07,161.6,127.21
150.17,161.96,117.99
146.54,163.63,109.56
141.02,161.42,98.82
131.05,156.45,90.25
128.48,155.48,87.52
129.65,154.21,86.65
130.54,152.42,87.46
128.05,147.99,90.27
124.93,144.98,88.75
123.74,145.26,89.06
123.31,145.75,88.39
121.74,144.86,88.62
129.39,151.44,92.33
125.08,130.53,100.03
62.38,57.31,53.77
49.7,47.72,51.08
50.73,50.65,55.81
54.2,56.5,65.2
54.64,56.84,65.86
56.47,56.68,64.05
49.91,50.51,56.11
49.01,49.65,54.15
47.17,49.97,53.37
49.92,50.24,54.04
45.42,47.62,50.02
44.85,45.32,48.24
39.67,39.17,42.71
37.31,36.01,40.19
46.71,45.32,49.43
55.01,53.21,58.21
57.63,55.95,60.93
59.78,59.98,65.41
57.75,57.23,62.99
58.81,57.67,63.74
62.27,61.67,67.47
63.58,63.46,69.02
72.49,70.85,77.05
81.23,78.29,85.13
67.13,66.49,72.73
68.06,68.54,75.1
71.0,72.8,79.2
60.45,59.45,65.45
57.53,56.53,62.53
64.27,63.27,69.27
70.18,69.18,75.18
70.71,69.71,77.29
79.74,80.0,86.33
73.06,75.31,81.5
108.19,117.06,104.5
146.16,159.77,109.75
147.77,162.19,106.75
150.75,162.75,109.51
154.23,164.11,113.43
161.5,169.3,122.26
163.97,168.38,124.91
160.0,162.54,119.77
154.17,157.17,114.17
150.63,156.03,111.53
150.43,156.27,113.75
151.98,158.98,117.58
155.42,165.44,118.18
158.0,171.0,117.02
157.47,169.31,115.67
155.58,163.03,117.46
150.47,152.62,119.54
148.4,155.04,114.44
144.4,153.16,109.18
152.7,162.6,121.16
151.76,162.87,119.05
145.17,156.89,114.33
146.12,156.37,112.07
143.41,156.71,106.17
144.6,160.2,103.26
147.57,165.57,106.23
152.23,172.03,107.81
155.79,177.34,107.48
156.85,177.3,102.4
158.91,176.91,100.91
158.34,174.81,102.1
152.53,170.93,104.73
148.15,168.75,104.55
149.15,168.7,106.18
153.62,170.42,111.22
155.3,169.17,116.84
155.4,163.24,124.93
158.34,160.47,133.72
162.2,162.08,137.74
160.18,162.74,135.5
155.61,160.86,128.69
154.86,161.12,125.9
149.45,160.65,118.0
143.06,159.02,105.44
137.13,157.25,94.61
130.92,156.32,90.12
126.68,153.76,85.12
129.25,154.89,85.09
138.85,159.53,95.68
137.75,156.37,96.78
132.8,151.8,96.16
122.69,145.14,85.54
118.42,142.03,81.01
118.47,141.99,84.91
129.42,150.07,93.39
141.94,155.94,104.24
81.64,82.72,76.14
55.82,54.64,59.49
55.85,57.53,63.61
58.68,61.68,70.36
57.28,59.68,69.24
54.67,54.87,61.28
49.22,48.1,53.5
49.83,49.43,54.06
46.0,47.15,50.68
40.93,41.06,43.05
32.65,32.25,34.65
28.39,27.52,28.39
24.77,26.09,25.49
29.37,29.67,29.57
36.82,35.66,37.08
41.62,39.17,42.76
54.11,50.44,52.59
53.75,53.85,57.52
55.58,53.74,59.66
57.32,56.2,61.74
58.98,57.82,63.5
62.33,61.33,67.33
73.09,72.09,78.09
78.35,77.33,83.34
63.51,63.31,68.91
65.34,66.74,72.94
69.74,71.54,77.94
64.82,63.02,69.42
56.16,54.76,59.96
59.41,58.41,64.41
65.79,64.79,70.79
67.29,66.29,72.29
75.9,74.18,80.15
74.98,76.91,83.81
85.73,89.79,90.81
127.97,138.55,111.2
146.06,157.45,109.57
150.91,160.11,109.67
156.47,164.97,114.47
162.65,169.05,122.19
166.02,168.82,123.56
158.26,163.28,117.02
155.77,161.21,113.12
151.87,158.96,109.28
150.31,157.38,111.37
149.21,156.21,115.0
152.36,161.9,116.63
154.03,165.64,116.01
153.58,163.09,114.66
152.12,158.98,115.8
150.13,153.68,121.4
152.99,157.43,119.26
147.64,154.08,110.52
156.22,166.55,125.97
152.39,164.64,118.53
150.93,160.32,117.23
147.93,157.72,112.55
143.87,157.83,105.86
144.77,160.01,104.73
147.19,164.35,105.89
150.63,170.35,105.51
154.19,176.21,104.53
153.99,175.31,101.71
153.25,174.97,97.81
152.37,171.94,99.77
148.05,167.18,102.66
143.18,163.58,101.18
145.09,164.13,103.39
151.1,167.68,109.52
154.92,168.73,116.77
155.48,164.11,124.26
157.54,161.02,129.78
156.92,159.46,129.39
154.6,159.46,126.66
152.83,159.04,122.24
152.86,160.84,119.45
145.16,157.98,107.35
141.27,157.21,99.68
139.31,160.07,94.85
134.23,158.75,90.88
133.73,159.01,89.33
132.98,156.46,87.42
138.76,159.16,96.84
141.3,159.51,101.16
136.69,155.53,99.85
125.69,146.73,88.42
120.66,140.67,84.75
119.89,138.17,85.13
127.03,143.69,90.19
140.88,156.32,101.07
106.63,112.09,93.89
65.01,63.39,70.39
60.7,61.42,70.06
56.88,59.29,68.5
54.22,56.46,65.96
48.54,49.39,55.15
42.37,41.21,46.53
44.87,41.56,47.0
42.46,41.78,44.58
43.26,41.85,42.98
32.5,31.06,31.78
25.14,24.5,24.82
24.44,24.92,24.28
25.15,25.31,24.99
46.77,44.38,43.97
53.73,49.77,48.21
53.5,49.68,49.36
48.67,47.4,49.31
51.61,49.37,53.73
53.26,50.33,55.0
59.24,57.5,62.79
62.56,61.72,67.64
72.29,70.97,77.13
74.96,73.96,79.96
59.63,58.79,64.71
64.22,65.62,71.41
64.12,65.03,71.19
68.79,67.15,73.39
55.25,53.93,58.93
56.67,55.35,60.35
61.61,60.61,65.61
61.39,60.39,65.39
66.65,64.87,70.62
76.21,77.88,84.11
67.2,69.2,75.28
115.16,121.23,105.27
143.15,152.02,111.19
149.43,156.28,112.86
153.83,161.29,115.13
160.87,167.72,118.49
161.75,169.0,117.44
